tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
5741	Giardia intestinalis	5701502	0	live	GL50803_009155	GL50803_009155, GL50803_9155	Ribonuclease	Ribonuclease		5	NC_051860.1	3750070	3751728	plus	1		
5741	Giardia intestinalis	5701484	0	live	GL50803_002323	GL50803_002323, GL50803_2323	Gcd10p family protein	Gcd10p family protein		5	NC_051860.1	3773799	3775364	plus	1		
5741	Giardia intestinalis	5701483	0	live	GL50803_0021423	GL50803_0021423, GL50803_21423	Beta adaptin	Beta adaptin		5	NC_051860.1	3775377	3778775	minus	1		
5741	Giardia intestinalis	5701479	0	live	GL50803_0032658	GL50803_0032658, GL50803_32658	Plasma membrane calcium-transporting ATPase 2	Plasma membrane calcium-transporting ATPase 2		5	NC_051860.1	3782368	3785655	plus	1		
5741	Giardia intestinalis	5701472	0	live	GL50803_00137698	GL50803_00137698, GL50803_137698	Sec13	Sec13		5	NC_051860.1	3789882	3790766	plus	1		
5741	Giardia intestinalis	5701468	0	live	GL50803_0017460	GL50803_0017460, GL50803_17460	Selenocysteine-specific translation elongation factor	Selenocysteine-specific translation elongation factor		5	NC_051860.1	3812352	3813749	minus	1		
5741	Giardia intestinalis	5701457	0	live	GL50803_0015239	GL50803_0015239, GL50803_15239	Condensin complex subunit 2	Condensin complex subunit 2		5	NC_051860.1	3829589	3831061	plus	1		
5741	Giardia intestinalis	5701448	0	live	GL50803_0017465	GL50803_0017465, GL50803_17465	SMC4-like protein	SMC4-like protein		5	NC_051860.1	3839207	3843514	minus	1		
5741	Giardia intestinalis	5701442	0	live	GL50803_0010529	GL50803_0010529, GL50803_10529	TPR_1 Tetratricopeptide repeat protein	TPR_1 Tetratricopeptide repeat protein		5	NC_051860.1	3851747	3853024	plus	1		
5741	Giardia intestinalis	5701435	0	live	GL50803_0010521	GL50803_0010521, GL50803_10521	Arginyl-tRNA synthetase	Arginyl-tRNA synthetase		5	NC_051860.1	3858484	3860349	minus	1		
5741	Giardia intestinalis	5701416	0	live	GL50803_005533	GL50803_005533, GL50803_5533	Ubiquitin carboxyl-terminal hydrolase	Ubiquitin carboxyl-terminal hydrolase		5	NC_051860.1	3890528	3892342	plus	1		
5741	Giardia intestinalis	5701408	0	live	GL50803_0013156	GL50803_0013156, GL50803_13156	Eukaryotic initiation factor 4A	Eukaryotic initiation factor 4A		5	NC_051860.1	3905046	3906332	plus	1		
5741	Giardia intestinalis	5701377	0	live	GL50803_0010055	GL50803_0010055, GL50803_10055	DNA-directed RNA polymerase subunit D	DNA-directed RNA polymerase subunit D		5	NC_051860.1	3976297	3977349	plus	1		
5741	Giardia intestinalis	5701375	0	live	GL50803_0017223	GL50803_0017223, GL50803_17223	Intraflagellar transport protein IFT80	Intraflagellar transport protein IFT80		5	NC_051860.1	3977967	3981206	minus	1		
5741	Giardia intestinalis	5701364	0	live	GL50803_0015104	GL50803_0015104, GL50803_15104	putative Sec1	putative Sec1		5	NC_051860.1	3973152	3975236	plus	1		
5741	Giardia intestinalis	5701362	0	live	GL50803_0015106	GL50803_0015106, GL50803_15106	Importin beta-3 subunit	Importin beta-3 subunit		5	NC_051860.1	3984030	3987485	minus	1		
5741	Giardia intestinalis	5701359	0	live	GL50803_0010073	GL50803_0010073, GL50803_10073	Alpha-12 giardin	Alpha-12 giardin		5	NC_051860.1	3989230	3990201	plus	1		
5741	Giardia intestinalis	5701333	0	live	GL50803_0016443	GL50803_0016443, GL50803_16443	Protein phosphatase 2A B' regulatory subunit Wdb1	Protein phosphatase 2A B' regulatory subunit Wdb1		4	NC_051859.1	254569	257034	plus	1		
5741	Giardia intestinalis	5701322	0	live	GL50803_009266	GL50803_009266, GL50803_9266	putative Sgs1 DNA helicase	putative Sgs1 DNA helicase		4	NC_051859.1	274843	276759	minus	1		
5741	Giardia intestinalis	5701321	0	live	GL50803_009270	GL50803_009270, GL50803_9270	Dual specificity protein phosphatase CDC14A	Dual specificity protein phosphatase CDC14A		4	NC_051859.1	277069	278901	plus	1		
5741	Giardia intestinalis	5701318	0	live	GL50803_009274	GL50803_009274, GL50803_9274	putative U3 small nucleolar ribonucleoprotein MPP10	putative U3 small nucleolar ribonucleoprotein MPP10		4	NC_051859.1	282484	283608	plus	1		
5741	Giardia intestinalis	5701317	0	live	GL50803_0028779	GL50803_0028779, GL50803_28779	Leucine-rich repeat protein	Leucine-rich repeat protein		4	NC_051859.1	283626	284663	plus	1		
5741	Giardia intestinalis	5701294	0	live	GL50803_0017251	GL50803_0017251, GL50803_17251	Intraflagellar transport protein IFT140	Intraflagellar transport protein IFT140		4	NC_051859.1	339695	345484	minus	1		
5741	Giardia intestinalis	5701291	0	live	GL50803_008716	GL50803_008716, GL50803_8716	Acid phosphatase surE	Acid phosphatase surE		4	NC_051859.1	352191	353366	minus	1		
5741	Giardia intestinalis	5701287	0	live	GL50803_0014763	GL50803_0014763, GL50803_14763	Exonuclease	Exonuclease		4	NC_051859.1	359577	361313	minus	1		
5741	Giardia intestinalis	5701284	0	live	GL50803_008708	GL50803_008708, GL50803_8708	Eukaryotic translation initiation factor 1A	Eukaryotic translation initiation factor 1A		4	NC_051859.1	362846	363328	minus	1		
5741	Giardia intestinalis	5701281	0	live	GL50803_0017254	GL50803_0017254, GL50803_17254	phosphoglucomutase	phosphoglucomutase		4	NC_051859.1	364054	366021	minus	1		
5741	Giardia intestinalis	5701271	0	live	GL50803_0013777	GL50803_0013777, GL50803_13777	Cell division control protein 48	Cell division control protein 48		4	NC_051859.1	377346	379499	plus	1		
5741	Giardia intestinalis	5701269	0	live	GL50803_0094440	GL50803_0094440, GL50803_94440	Dynein heavy chain	Dynein heavy chain		4	NC_051859.1	379513	396234	minus	1		
5741	Giardia intestinalis	5701262	0	live	GL50803_0021331	GL50803_0021331, GL50803_21331	26S protease regulatory subunit 7	26S protease regulatory subunit 7		4	NC_051859.1	401358	402563	plus	1		
5741	Giardia intestinalis	5701260	0	live	GL50803_0013667	GL50803_0013667, GL50803_13667	Notchless	Notchless		4	NC_051859.1	405267	406805	minus	1		
5741	Giardia intestinalis	5701251	0	live	GL50803_0021327	GL50803_0021327, GL50803_21327	ABC transporter, ATP-binding protein	ABC transporter, ATP-binding protein		4	NC_051859.1	415140	421682	plus	1		
5741	Giardia intestinalis	5701245	0	live	GL50803_0014978	GL50803_0014978, GL50803_14978	uncharacterized protein	uncharacterized protein		4	NC_051859.1	425563	427065	minus	1		
5741	Giardia intestinalis	5701242	0	live	GL50803_002538	GL50803_002538, GL50803_2538	Kinase, NAK	Kinase, NAK		4	NC_051859.1	431380	433407	minus	1		
5741	Giardia intestinalis	5701241	0	live	GL50803_0016180	GL50803_0016180, GL50803_16180	Protein phosphatase methylesterase-1	Protein phosphatase methylesterase-1		4	NC_051859.1	433435	434547	plus	1		
5741	Giardia intestinalis	5701239	0	live	GL50803_0022291	GL50803_0022291, GL50803_22291	EamA-like transporter family protein	EamA-like transporter family protein		4	NC_051859.1	436225	437643	plus	1		
5741	Giardia intestinalis	5701216	0	live	GL50803_003985	GL50803_003985, GL50803_3985	tRNA/rRNA cytosine-C5-methylase	tRNA/rRNA cytosine-C5-methylase		4	NC_051859.1	450694	452070	plus	1		
5741	Giardia intestinalis	5701208	0	live	GL50803_0034141	GL50803_0034141, GL50803_34141	rRNA-binding endoribonuclease	rRNA-binding endoribonuclease		4	NC_051859.1	476734	478119	plus	1		
5741	Giardia intestinalis	5701207	0	live	GL50803_004405	GL50803_004405, GL50803_4405	Kinase, TTK	Kinase, TTK		4	NC_051859.1	479505	481559	minus	1		
5741	Giardia intestinalis	5701203	0	live	GL50803_0016498	GL50803_0016498, GL50803_16498	Nucleolar GTPase	Nucleolar GTPase		4	NC_051859.1	491725	493350	plus	1		
5741	Giardia intestinalis	5701177	0	live	GL50803_0015324	GL50803_0015324, GL50803_15324	Nucleotide-binding protein 35	Nucleotide-binding protein 35		2	NC_051857.1	331266	332330	plus	1		
5741	Giardia intestinalis	5701173	0	live	GL50803_0010969	GL50803_0010969, GL50803_10969	Nucleotide-binding protein 35	Nucleotide-binding protein 35		2	NC_051857.1	336532	337500	plus	1		
5741	Giardia intestinalis	5701172	0	live	GL50803_0016642	GL50803_0016642, GL50803_16642	Polyadenylation specificity factor family protein	Polyadenylation specificity factor family protein		2	NC_051857.1	337478	341851	minus	1		
5741	Giardia intestinalis	5701167	0	live	GL50803_0013603	GL50803_0013603, GL50803_13603	ATP synthase subunit E family protein	ATP synthase subunit E family protein		2	NC_051857.1	348400	349023	plus	1		
5741	Giardia intestinalis	5701165	0	live	GL50803_008524	GL50803_008524, GL50803_8524	Transitional endoplasmic reticulum ATPase	Transitional endoplasmic reticulum ATPase		2	NC_051857.1	349513	350802	plus	1		
5741	Giardia intestinalis	5701161	0	live	GL50803_008518	GL50803_008518, GL50803_8518	DNA-directed RNA polymerase subunit	DNA-directed RNA polymerase subunit		2	NC_051857.1	355128	355439	plus	1		
5741	Giardia intestinalis	5701156	0	live	GL50803_0095269	GL50803_0095269, GL50803_95269	Bet5-like protein	Bet5-like protein		2	NC_051857.1	359349	359750	minus	1		
5741	Giardia intestinalis	5701149	0	live	GL50803_008508	GL50803_008508, GL50803_8508	Tetratricopeptide repeat-containing protein	Tetratricopeptide repeat-containing protein		2	NC_051857.1	364532	366349	minus	1		
5741	Giardia intestinalis	5701137	0	live	GL50803_0087058	GL50803_0087058, GL50803_87058	Vacuolar ATP synthase subunit C	Vacuolar ATP synthase subunit C		2	NC_051857.1	402520	404004	plus	1		
5741	Giardia intestinalis	5701110	0	live	GL50803_008587	GL50803_008587, GL50803_8587	Kinase, AGC NDR	Kinase, AGC NDR		2	NC_051857.1	446109	447557	plus	1		
5741	Giardia intestinalis	5701107	0	live	GL50803_008592	GL50803_008592, GL50803_8592	Tubulin tyrosine ligase-like 4	Tubulin tyrosine ligase-like 4		2	NC_051857.1	451428	453641	minus	1		
5741	Giardia intestinalis	5701096	0	live	GL50803_0089050	GL50803_0089050, GL50803_89050	CPSF A subunit-containing protein	CPSF A subunit-containing protein		2	NC_051857.1	461334	467507	plus	1		
5741	Giardia intestinalis	5701063	0	live	GL50803_00113456	GL50803_00113456, GL50803_113456	Kinase, VPS15	Kinase, VPS15		2	NC_051857.1	534809	541075	plus	1		
5741	Giardia intestinalis	5701062	0	live	GL50803_002750	GL50803_002750, GL50803_2750	Fcf1 pre-rRNA processing protein	Fcf1 pre-rRNA processing protein		2	NC_051857.1	541099	541647	plus	1		
5741	Giardia intestinalis	5701059	0	live	GL50803_0092246	GL50803_0092246, GL50803_92246	putative Cation-transporting ATPase 2	putative Cation-transporting ATPase 2		2	NC_051857.1	543648	547748	plus	1		
5741	Giardia intestinalis	5701054	0	live	GL50803_0017304	GL50803_0017304, GL50803_17304	Alpha adaptin	Alpha adaptin		2	NC_051857.1	559600	561951	plus	1		
5741	Giardia intestinalis	5701034	0	live	GL50803_0013500	GL50803_0013500, GL50803_13500	TCP-1 chaperonin subunit theta	TCP-1 chaperonin subunit theta		2	NC_051857.1	532859	534550	minus	1		
5741	Giardia intestinalis	5701024	0	live	GL50803_0011448	GL50803_0011448, GL50803_11448	Phosphomannomutase-2	Phosphomannomutase-2		5	NC_051860.1	1865062	1866645	plus	1		
5741	Giardia intestinalis	5701019	0	live	GL50803_0011442	GL50803_0011442, GL50803_11442	Kinesin-related protein	Kinesin-related protein		5	NC_051860.1	1870875	1872794	plus	1		
5741	Giardia intestinalis	5701016	0	live	GL50803_00112729	GL50803_00112729, GL50803_112729	Kinesin like protein	Kinesin like protein		5	NC_051860.1	1873170	1876496	minus	1		
5741	Giardia intestinalis	5701015	0	live	GL50803_0011436	GL50803_0011436, GL50803_11436	Molybdopterin biosynthesis MoeB protein	Molybdopterin biosynthesis MoeB protein		5	NC_051860.1	1877951	1878745	minus	1		
5741	Giardia intestinalis	5701013	0	live	GL50803_0011434	GL50803_0011434, GL50803_11434	20S proteasome alpha subunit 2	20S proteasome alpha subunit 2		5	NC_051860.1	1878776	1879528	minus	1		
5741	Giardia intestinalis	5701010	0	live	GL50803_0092729	GL50803_0092729, GL50803_92729	3-ketoacyl-CoA synthase	3-ketoacyl-CoA synthase		5	NC_051860.1	1883693	1885333	minus	1		
5741	Giardia intestinalis	5701004	0	live	GL50803_0092739	GL50803_0092739, GL50803_92739	ATP-dependent RNA helicase A	ATP-dependent RNA helicase A		5	NC_051860.1	1889772	1893521	minus	1		
5741	Giardia intestinalis	5701002	0	live	GL50803_0092741	GL50803_0092741, GL50803_92741	Kinase, CMGC CLK	Kinase, CMGC CLK		5	NC_051860.1	1893682	1895016	plus	1		
5741	Giardia intestinalis	5701000	0	live	GL50803_00112718	GL50803_00112718, GL50803_112718	Mitotic control protein dis3	Mitotic control protein dis3		5	NC_051860.1	1897989	1901321	minus	1		
5741	Giardia intestinalis	5700985	0	live	GL50803_007203	GL50803_007203, GL50803_7203	Guanylate kinase	Guanylate kinase		5	NC_051860.1	1940353	1940970	plus	1		
5741	Giardia intestinalis	5700973	0	live	GL50803_008916	GL50803_008916, GL50803_8916	Signal recognition particle	Signal recognition particle		5	NC_051860.1	1958993	1960816	minus	1		
5741	Giardia intestinalis	5700967	0	live	GL50803_008921	GL50803_008921, GL50803_8921	Histone-lysine N-methyltransferase MLL1	Histone-lysine N-methyltransferase MLL1		5	NC_051860.1	1966282	1968360	minus	1		
5741	Giardia intestinalis	5700963	0	live	GL50803_0013478	GL50803_0013478, GL50803_13478	ADP-ribosylation factor like protein 2a	ADP-ribosylation factor like protein 2a		5	NC_051860.1	1975469	1976008	plus	1		
5741	Giardia intestinalis	5700951	0	live	GL50803_009287	GL50803_009287, GL50803_9287	Replication factor C, sub 2	Replication factor C, sub 2		5	NC_051860.1	1998204	1999259	minus	1		
5741	Giardia intestinalis	5700949	0	live	GL50803_009293	GL50803_009293, GL50803_9293	Protein phosphatase 2C-like protein	Protein phosphatase 2C-like protein		5	NC_051860.1	2006728	2009163	plus	1		
5741	Giardia intestinalis	5700938	0	live	GL50803_0024425	GL50803_0024425, GL50803_24425	PPPDE putative peptidase domain-containing protein	PPPDE putative peptidase domain-containing protein		5	NC_051860.1	2050533	2051900	plus	1		
5741	Giardia intestinalis	5700935	0	live	GL50803_0010666	GL50803_0010666, GL50803_10666	Histone acetyltransferase GCN5	Histone acetyltransferase GCN5		5	NC_051860.1	2052438	2053664	minus	1		
5741	Giardia intestinalis	5700929	0	live	GL50803_0016993	GL50803_0016993, GL50803_16993	putative FtsJ cell division protein	putative FtsJ cell division protein		5	NC_051860.1	2061160	2064414	plus	1		
5741	Giardia intestinalis	5700890	0	live	GL50803_0098054	GL50803_0098054, GL50803_98054	heat shock protein 90	heat shock protein 90		5	NC_051860.1	2097916	2098955	plus	2		
5741	Giardia intestinalis	5700890	0	live	GL50803_0098054	GL50803_0098054, GL50803_98054	heat shock protein 90	heat shock protein 90		5	NC_051860.1	1280330	1281404	plus	2		
5741	Giardia intestinalis	5700889	0	live	GL50803_0016127	GL50803_0016127, GL50803_16127	Replication factor C, subunit 5	Replication factor C, subunit 5		5	NC_051860.1	2099062	2100183	plus	1		
5741	Giardia intestinalis	5700881	0	live	GL50803_007030	GL50803_007030, GL50803_7030	putative Prefoldin subunit 3	putative Prefoldin subunit 3		1	NC_051856.1	303422	304000	plus	1		
5741	Giardia intestinalis	5700880	0	live	GL50803_007029	GL50803_007029, GL50803_7029	putative CAAX prenyl protease	putative CAAX prenyl protease		1	NC_051856.1	304034	304837	plus	1		
5741	Giardia intestinalis	5700876	0	live	GL50803_0016173	GL50803_0016173, GL50803_16173	putative U3 small nucleolar ribonucleoprotein IMP4	putative U3 small nucleolar ribonucleoprotein IMP4		1	NC_051856.1	308245	309096	plus	1		
5741	Giardia intestinalis	5700863	0	live	GL50803_00101810	GL50803_00101810, GL50803_101810	putative Phospholipid-transporting ATPase IIB	putative Phospholipid-transporting ATPase IIB		1	NC_051856.1	315930	320228	minus	1		
5741	Giardia intestinalis	5700861	0	live	GL50803_0035670	GL50803_0035670, GL50803_35670	Zinc finger domain	Zinc finger domain		1	NC_051856.1	321247	322431	plus	1		
5741	Giardia intestinalis	5700860	0	live	GL50803_0016588	GL50803_0016588, GL50803_16588	Ribosomal protein P2	Ribosomal protein P2		1	NC_051856.1	322499	322867	plus	1		
5741	Giardia intestinalis	5700853	0	live	GL50803_0016587	GL50803_0016587, GL50803_16587	Kinase	Kinase		1	NC_051856.1	329893	330816	minus	1		
5741	Giardia intestinalis	5700833	0	live	GL50803_003408	GL50803_003408, GL50803_3408	U2 small nuclear ribonucleoprotein A', putative	U2 small nuclear ribonucleoprotein A', putative		1	NC_051856.1	376146	377303	minus	1		
5741	Giardia intestinalis	5700819	0	live	GL50803_0016495	GL50803_0016495, GL50803_16495	Phosphatidylserine decarboxylase proenzyme	Phosphatidylserine decarboxylase proenzyme		1	NC_051856.1	397156	398400	minus	1		
5741	Giardia intestinalis	5700815	0	live	GL50803_0014821	GL50803_0014821, GL50803_14821	Iron-sulfur cluster biosynthesis protein IscA	Iron-sulfur cluster biosynthesis protein IscA		1	NC_051856.1	398971	399366	minus	1		
5741	Giardia intestinalis	5700800	0	live	GL50803_0035094	GL50803_0035094, GL50803_35094	DNA polymerase delta, catalytic subunit	DNA polymerase delta, catalytic subunit		1	NC_051856.1	437671	441573	minus	1		
5741	Giardia intestinalis	5700779	0	live	GL50803_0013930	GL50803_0013930, GL50803_13930	ADP-ribosylation factor	ADP-ribosylation factor		1	NC_051856.1	469356	469919	plus	1		
5741	Giardia intestinalis	5700778	0	live	GL50803_005462	GL50803_005462, GL50803_5462	Delta-tubulin	Delta-tubulin		1	NC_051856.1	469928	471334	minus	1		
5741	Giardia intestinalis	5700775	0	live	GL50803_0013926	GL50803_0013926, GL50803_13926	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein		1	NC_051856.1	475917	476363	minus	1		
5741	Giardia intestinalis	5700760	0	live	GL50803_0013838	GL50803_0013838, GL50803_13838	SET domain-containing protein	SET domain-containing protein		1	NC_051856.1	486933	488075	minus	1		
5741	Giardia intestinalis	5700758	0	live	GL50803_0022573	GL50803_0022573, GL50803_22573	WD40 repeat protein	WD40 repeat protein		1	NC_051856.1	548380	554931	plus	1		
5741	Giardia intestinalis	5700737	0	live	GL50803_0017164	GL50803_0017164, GL50803_17164	Sec24-like 1	Sec24-like 1		1	NC_051856.1	544819	547734	plus	1		
5741	Giardia intestinalis	5700732	0	live	GL50803_00106320	GL50803_00106320, GL50803_106320	Zinc finger protein	Zinc finger protein		4	NC_051859.1	1996314	1997510	minus	1		
5741	Giardia intestinalis	5700731	0	live	GL50803_0023064	GL50803_0023064, GL50803_23064	DNA polymerase epsilon, catalytic subunit	DNA polymerase epsilon, catalytic subunit		4	NC_051859.1	1988204	1995976	plus	1		
5741	Giardia intestinalis	5700721	0	live	GL50803_0016806	GL50803_0016806, GL50803_16806	putative RNA-dependent helicase p68	putative RNA-dependent helicase p68		4	NC_051859.1	1965659	1967390	plus	2		
5741	Giardia intestinalis	5700721	0	live	GL50803_0016806	GL50803_0016806, GL50803_16806	putative RNA-dependent helicase p68	putative RNA-dependent helicase p68		4	NC_051859.1	731610	732103	minus	2		
5741	Giardia intestinalis	5700707	0	live	GL50803_0042442	GL50803_0042442, GL50803_42442	Transitional endoplasmic reticulum ATPase	Transitional endoplasmic reticulum ATPase		4	NC_051859.1	1940545	1942953	plus	1		
5741	Giardia intestinalis	5700697	0	live	GL50803_009422	GL50803_009422, GL50803_9422	Kinase, CMGC CDK	Kinase, CMGC CDK		4	NC_051859.1	1927752	1928807	minus	1		
5741	Giardia intestinalis	5700682	0	live	GL50803_0017417	GL50803_0017417, GL50803_17417	Kinase, CMGC DYRK	Kinase, CMGC DYRK		4	NC_051859.1	1901877	1903964	plus	1		
5741	Giardia intestinalis	5700678	0	live	GL50803_004181	GL50803_004181, GL50803_4181	Sulfite exporter TauE/SafE	Sulfite exporter TauE/SafE		4	NC_051859.1	1899627	1901189	plus	1		
5741	Giardia intestinalis	5700662	0	live	GL50803_0010137	GL50803_0010137, GL50803_10137	Kinesin-9	Kinesin-9		4	NC_051859.1	1880245	1882515	plus	1		
5741	Giardia intestinalis	5700659	0	live	GL50803_0015124	GL50803_0015124, GL50803_15124	Dynein light chain	Dynein light chain		4	NC_051859.1	1878154	1878488	minus	2		
5741	Giardia intestinalis	5700658	0	live	GL50803_0090767	GL50803_0090767, GL50803_90767	Separase	Separase		4	NC_051859.1	1871931	1876784	minus	1		
5741	Giardia intestinalis	5700647	0	live	GL50803_001894	GL50803_001894, GL50803_1894	putative U3 small nucleolar RNA-associated protein 11	putative U3 small nucleolar RNA-associated protein 11		4	NC_051859.1	1857611	1858294	minus	1		
5741	Giardia intestinalis	5700634	0	live	GL50803_006835	GL50803_006835, GL50803_6835	Brix domain containing protein	Brix domain containing protein		4	NC_051859.1	1838428	1839426	plus	1		
5741	Giardia intestinalis	5700632	0	live	GL50803_0017429	GL50803_0017429, GL50803_17429	Spc97 / Spc98 family protein	Spc97 / Spc98 family protein		4	NC_051859.1	1834371	1837256	minus	1		
5741	Giardia intestinalis	5700612	0	live	GL50803_0015267	GL50803_0015267, GL50803_15267	putative GPI-anchor transamidase	putative GPI-anchor transamidase		4	NC_051859.1	1801889	1802641	minus	1		
5741	Giardia intestinalis	5700605	0	live	GL50803_0013204	GL50803_0013204, GL50803_13204	Zinc transporter domain	Zinc transporter domain		4	NC_051859.1	1796982	1798238	minus	1		
5741	Giardia intestinalis	5700604	0	live	GL50803_002972	GL50803_002972, GL50803_2972	Cytochrome b5-like Heme/Steroid binding domain-containing protein	Cytochrome b5-like Heme/Steroid binding domain-containing protein		4	NC_051859.1	1796183	1796959	plus	1		
5741	Giardia intestinalis	5700603	0	live	GL50803_0017432	GL50803_0017432, GL50803_17432	Heat shock protein 70	Heat shock protein 70		4	NC_051859.1	1792044	1795775	plus	1		
5741	Giardia intestinalis	5700584	0	live	GL50803_0017438	GL50803_0017438, GL50803_17438	ATP-dependent DNA helicase recQ	ATP-dependent DNA helicase recQ		4	NC_051859.1	1766660	1769212	minus	1		
5741	Giardia intestinalis	5700576	0	live	GL50803_0010361	GL50803_0010361, GL50803_10361	P60 katanin	P60 katanin		4	NC_051859.1	1752944	1754890	plus	1		
5741	Giardia intestinalis	5700567	0	live	GL50803_00221692	GL50803_00221692, GL50803_221692	Kinase, AGC	Kinase, AGC		4	NC_051859.1	1784369	1786138	minus	1		
5741	Giardia intestinalis	5700540	0	live	GL50803_0016483	GL50803_0016483, GL50803_16483	Dephospho-CoA kinase	Dephospho-CoA kinase		5	NC_051860.1	3256974	3257837	plus	1		
5741	Giardia intestinalis	5700539	0	live	GL50803_004954	GL50803_004954, GL50803_4954	LSM domain-containing protein	LSM domain-containing protein		5	NC_051860.1	3257818	3258141	plus	1		
5741	Giardia intestinalis	5700533	0	live	GL50803_004946	GL50803_004946, GL50803_4946	Peptide methionine sulfoxide reductase msrA	Peptide methionine sulfoxide reductase msrA		5	NC_051860.1	3266686	3267309	minus	1		
5741	Giardia intestinalis	5700506	0	live	GL50803_0015026	GL50803_0015026, GL50803_15026	Src-associated protein-like protein	Src-associated protein-like protein		5	NC_051860.1	3310024	3311658	plus	1		
5741	Giardia intestinalis	5700504	0	live	GL50803_009741	GL50803_009741, GL50803_9741	ABC transporter, ATP-binding protein	ABC transporter, ATP-binding protein		5	NC_051860.1	3313735	3316080	plus	1		
5741	Giardia intestinalis	5700501	0	live	GL50803_0016720	GL50803_0016720, GL50803_16720	Radial spokehead-like protein	Radial spokehead-like protein		5	NC_051860.1	3318210	3320732	minus	1		
5741	Giardia intestinalis	5700471	0	live	GL50803_0016650	GL50803_0016650, GL50803_16650	Kinesin-4	Kinesin-4		5	NC_051860.1	3362905	3366075	plus	1		
5741	Giardia intestinalis	5700467	0	live	GL50803_006531	GL50803_006531, GL50803_6531	Queuine tRNA-ribosyltransferase	Queuine tRNA-ribosyltransferase		5	NC_051860.1	3368208	3369347	plus	1		
5741	Giardia intestinalis	5700458	0	live	GL50803_0013897	GL50803_0013897, GL50803_13897	MCT-1 protein-like protein	MCT-1 protein-like protein		5	NC_051860.1	3383130	3383762	plus	1		
5741	Giardia intestinalis	5700451	0	live	GL50803_0016810	GL50803_0016810, GL50803_16810	DINP protein human, muc B family	DINP protein human, muc B family		5	NC_051860.1	3391811	3393838	plus	1		
5741	Giardia intestinalis	5700446	0	live	GL50803_009593	GL50803_009593, GL50803_9593	Coatomer beta' subunit	Coatomer beta' subunit		5	NC_051860.1	3479888	3482899	plus	1		
5741	Giardia intestinalis	5700438	0	live	GL50803_0013616	GL50803_0013616, GL50803_13616	Glycine-rich protein	Glycine-rich protein		5	NC_051860.1	3445494	3446948	minus	1		
5741	Giardia intestinalis	5700432	0	live	GL50803_0088945	GL50803_0088945, GL50803_88945	GARP-like protein 2	GARP-like protein 2		5	NC_051860.1	3414063	3415061	minus	1		
5741	Giardia intestinalis	5700346	0	live	GL50803_0086681	GL50803_0086681, GL50803_86681	Glutamate-tRNA synthetase	Glutamate-tRNA synthetase		5	NC_051860.1	3038224	3040332	minus	1		
5741	Giardia intestinalis	5700344	0	live	GL50803_0086683	GL50803_0086683, GL50803_86683	26S protease regulatory subunit 7	26S protease regulatory subunit 7		5	NC_051860.1	3040366	3041898	minus	1		
5741	Giardia intestinalis	5700331	0	live	GL50803_009184	GL50803_009184, GL50803_9184	Transducin	Transducin		5	NC_051860.1	3059171	3061501	minus	1		
5741	Giardia intestinalis	5700301	0	live	GL50803_006211	GL50803_006211, GL50803_6211	U3 small nucleolar RNA-associated SSU processome protein 25	U3 small nucleolar RNA-associated SSU processome protein 25		5	NC_051860.1	3184413	3186653	minus	1		
5741	Giardia intestinalis	5700296	0	live	GL50803_007562	GL50803_007562, GL50803_7562	ADP-ribosylation factor	ADP-ribosylation factor		5	NC_051860.1	3115464	3115970	minus	1		
5741	Giardia intestinalis	5700292	0	live	GL50803_0015832	GL50803_0015832, GL50803_15832	Aminoacyl-histidine dipeptidase	Aminoacyl-histidine dipeptidase		5	NC_051860.1	3195790	3197319	plus	1		
5741	Giardia intestinalis	5700284	0	live	GL50803_0016766	GL50803_0016766, GL50803_16766	Lysyl-tRNA synthetase	Lysyl-tRNA synthetase		5	NC_051860.1	3174611	3176341	minus	1		
5741	Giardia intestinalis	5700279	0	live	GL50803_0095003	GL50803_0095003, GL50803_95003	Kinase, NEK	Kinase, NEK		5	NC_051860.1	3144313	3147069	plus	1		
5741	Giardia intestinalis	5700272	0	live	GL50803_0014098	GL50803_0014098, GL50803_14098	ATP-dependent RNA helicase	ATP-dependent RNA helicase		5	NC_051860.1	3155905	3158178	minus	1		
5741	Giardia intestinalis	5700271	0	live	GL50803_0040496	GL50803_0040496, GL50803_40496	IAD-4 Dynein heavy chain	IAD-4 Dynein heavy chain		5	NC_051860.1	3158244	3172877	minus	1		
5741	Giardia intestinalis	5700261	0	live	GL50803_0016823	GL50803_0016823, GL50803_16823	Non ATPase subunit MPR1 of 26S proteasome	Non ATPase subunit MPR1 of 26S proteasome		4	NC_051859.1	8667	9635	plus	1		
5741	Giardia intestinalis	5700248	0	live	GL50803_0015041	GL50803_0015041, GL50803_15041	Hypothetical protein, enzyme with a TIM-barrel fold	Hypothetical protein, enzyme with a TIM-barrel fold		4	NC_051859.1	17588	18280	minus	1		
5741	Giardia intestinalis	5700246	0	live	GL50803_0015042	GL50803_0015042, GL50803_15042	Cleavage stimulation factor 50K chain	Cleavage stimulation factor 50K chain		4	NC_051859.1	18291	19592	minus	1		
